basin_id,date,precip_mm,temp_c,evapotranspiration_mm
1362300,2010-07-01,0.09,34.0,168.35
1362300,2010-08-01,0.29,33.7,155.96
1362300,2010-09-01,0.36,31.6,143.08
1362300,2010-10-01,2.17,26.73,100.47
1362300,2010-11-01,2.84,21.37,71.7
1362300,2010-12-01,5.11,16.02,54.67
1362300,2011-01-01,6.55,14.06,47.05
1362300,2011-02-01,3.24,16.14,49.76
1362300,2011-03-01,2.98,20.31,72.32
1362300,2011-04-01,1.45,24.91,101.86
1362300,2011-05-01,0.68,29.9,140.76
1362300,2011-06-01,0.17,32.42,154.94
1362300,2011-07-01,0.09,34.39,168.12
1362300,2011-08-01,0.27,32.9,149.33
1362300,2011-09-01,0.57,31.03,140.78
1362300,2011-10-01,1.32,27.03,118.37
1362300,2011-11-01,2.56,21.4,72.98
1362300,2011-12-01,5.57,16.16,50.68
1362300,2012-01-01,5.34,14.85,43.11
1362300,2012-02-01,3.19,16.57,55.04
1362300,2012-03-01,2.58,19.19,71.94
1362300,2012-04-01,1.27,24.45,109.43
1362300,2012-05-01,0.77,29.97,152.67
1362300,2012-06-01,0.2,32.8,166.01
1362300,2012-07-01,0.12,35.01,166.62
1362300,2012-08-01,0.27,33.76,155.01
1362300,2012-09-01,0.52,31.13,146.31
1362300,2012-10-01,1.99,26.93,108.14
1362300,2012-11-01,3.11,21.82,76.27
1362300,2012-12-01,5.01,15.83,47.06
1362300,2013-01-01,5.42,14.27,46.07
1362300,2013-02-01,2.92,16.58,52.54
1362300,2013-03-01,2.76,18.67,77.11
1362300,2013-04-01,1.6,23.74,109.42
1362300,2013-05-01,0.85,30.13,136.8
1362300,2013-06-01,0.24,33.5,159.55
1362300,2013-07-01,0.08,34.65,156.97
1362300,2013-08-01,0.29,34.26,168.74
1362300,2013-09-01,0.47,31.9,129.2
1362300,2013-10-01,1.67,27.62,115.25
1362300,2013-11-01,3.52,21.12,75.05
1362300,2013-12-01,4.88,16.37,50.22
1362300,2014-01-01,4.6,14.98,42.59
1362300,2014-02-01,3.46,15.74,50.12
1362300,2014-03-01,1.38,19.74,78.74
1362300,2014-04-01,1.35,25.68,97.18
1362300,2014-05-01,0.92,29.29,137.5
1362300,2014-06-01,0.2,32.7,150.97
1362300,2014-07-01,0.1,34.63,154.61
1362300,2014-08-01,0.3,33.51,168.77
1362300,2014-09-01,0.54,32.37,129.16
1362300,2014-10-01,2.08,27.0,104.08
1362300,2014-11-01,3.43,22.0,77.78
1362300,2014-12-01,5.5,15.82,50.77
1362300,2015-01-01,5.47,15.27,44.63
1362300,2015-02-01,3.11,15.92,53.74
1362300,2015-03-01,2.32,19.94,76.17
1362300,2015-04-01,1.21,24.51,105.84
1362300,2015-05-01,0.73,29.9,150.75
1362300,2015-06-01,0.23,32.39,155.16
1362300,2015-07-01,0.08,34.26,150.36
1362300,2015-08-01,0.25,34.4,166.89
1362300,2015-09-01,0.39,31.43,143.24
1362300,2015-10-01,1.91,26.14,109.4
1362300,2015-11-01,2.91,21.85,71.28
1362300,2015-12-01,5.16,16.3,51.67
1362300,2016-01-01,4.6,15.01,47.72
1362300,2016-02-01,3.95,17.07,50.61
1362300,2016-03-01,2.61,20.28,80.3
1362300,2016-04-01,1.34,25.29,102.14
1362300,2016-05-01,0.82,30.0,141.19
1362300,2016-06-01,0.17,32.54,154.77
1362300,2016-07-01,0.1,34.36,156.94
1362300,2016-08-01,0.34,32.95,164.23
1362300,2016-09-01,0.54,32.0,118.53
1362300,2016-10-01,1.44,26.8,108.91
1362300,2016-11-01,3.16,20.87,76.62
1362300,2016-12-01,5.14,16.18,47.53
1362300,2017-01-01,5.25,15.34,45.08
1362300,2017-02-01,3.09,16.34,52.31
1362300,2017-03-01,2.32,19.42,83.96
1362300,2017-04-01,1.31,26.17,107.61
1362300,2017-05-01,0.77,29.14,135.72
1362300,2017-06-01,0.17,34.06,157.87
1362300,2017-07-01,0.11,34.79,173.92
1362300,2017-08-01,0.41,33.86,158.55
1362300,2017-09-01,0.51,32.08,141.25
1362300,2017-10-01,1.73,26.65,103.82
1362300,2017-11-01,3.33,20.81,65.47
1362300,2017-12-01,4.98,16.99,51.65
1362300,2018-01-01,5.19,14.94,41.29
1362300,2018-02-01,2.78,17.18,55.08
1362300,2018-03-01,2.14,20.82,75.2
1362300,2018-04-01,1.05,25.91,111.87
1362300,2018-05-01,0.73,29.62,135.64
1362300,2018-06-01,0.22,33.82,162.2
1362300,2018-07-01,0.1,33.67,171.42
1362300,2018-08-01,0.24,33.85,167.67
1362300,2018-09-01,0.56,32.16,144.89
1362300,2018-10-01,1.84,27.19,108.5
1362300,2018-11-01,3.43,21.61,72.48
1362300,2018-12-01,5.28,16.1,49.23
1362300,2019-01-01,5.38,15.73,46.19
1362300,2019-02-01,3.04,16.26,53.93
1362300,2019-03-01,2.36,20.29,80.0
1362300,2019-04-01,0.98,25.41,107.44
1362300,2019-05-01,0.9,29.25,145.55
1362300,2019-06-01,0.19,34.06,171.84
1362300,2019-07-01,0.09,33.69,170.75
1362300,2019-08-01,0.26,34.54,164.24
1362300,2019-09-01,0.39,32.16,140.96
1362300,2019-10-01,1.91,27.83,107.3
1362300,2019-11-01,3.56,21.07,69.93
1362300,2019-12-01,4.74,16.16,51.42
1362400,2000-01-01,4.17,14.61,43.29
1362400,2000-02-01,3.28,15.21,53.24
1362400,2000-03-01,2.79,19.4,84.04
1362400,2000-04-01,1.17,24.81,100.14
1362400,2000-05-01,0.85,28.82,133.03
1362400,2000-06-01,0.25,31.86,157.09
1362400,2000-07-01,0.11,33.92,149.76
1362400,2000-08-01,0.33,32.71,156.45
1362400,2000-09-01,0.48,29.74,139.26
1362400,2000-10-01,1.98,26.41,109.0
1362400,2000-11-01,4.29,21.36,72.21
1362400,2000-12-01,6.8,15.58,51.3
1362400,2001-01-01,3.97,14.43,44.75
1362400,2001-02-01,3.13,16.02,52.73
1362400,2001-03-01,2.01,19.24,78.02
1362400,2001-04-01,0.94,25.03,114.89
1362400,2001-05-01,0.84,28.87,122.12
1362400,2001-06-01,0.15,32.7,167.97
1362400,2001-07-01,0.1,33.09,157.81
1362400,2001-08-01,0.27,32.46,157.52
1362400,2001-09-01,0.57,30.39,136.08
1362400,2001-10-01,1.25,26.12,107.2
1362400,2001-11-01,3.69,21.06,67.74
1362400,2001-12-01,4.97,15.76,49.97
1362400,2002-01-01,5.04,14.42,45.41
1362400,2002-02-01,3.5,15.92,56.39
1362400,2002-03-01,2.59,20.2,80.81
1362400,2002-04-01,1.08,25.28,111.22
1362400,2002-05-01,0.46,28.89,147.96
1362400,2002-06-01,0.23,31.83,164.78
1362400,2002-07-01,0.13,34.16,152.82
1362400,2002-08-01,0.26,33.66,158.28
1362400,2002-09-01,0.6,31.63,153.74
1362400,2002-10-01,2.08,26.84,106.3
1362400,2002-11-01,3.87,20.86,68.31
1362400,2002-12-01,4.94,15.91,47.52
1362400,2003-01-01,5.85,14.22,45.89
1362400,2003-02-01,2.74,15.81,54.01
1362400,2003-03-01,2.31,19.31,86.52
1362400,2003-04-01,1.26,25.06,108.92
1362400,2003-05-01,0.81,29.45,131.29
1362400,2003-06-01,0.24,33.21,159.5
1362400,2003-07-01,0.1,33.27,173.49
1362400,2003-08-01,0.29,33.79,148.47
1362400,2003-09-01,0.55,31.2,140.08
1362400,2003-10-01,1.42,26.93,104.69
1362400,2003-11-01,3.18,21.29,71.69
1362400,2003-12-01,6.36,15.54,50.6
1362400,2004-01-01,5.52,13.81,45.2
1362400,2004-02-01,3.01,16.03,53.18
1362400,2004-03-01,2.9,19.66,80.13
1362400,2004-04-01,1.47,23.93,103.63
1362400,2004-05-01,0.8,28.44,138.53
1362400,2004-06-01,0.13,32.97,146.32
1362400,2004-07-01,0.08,34.18,151.24
1362400,2004-08-01,0.39,33.58,159.22
1362400,2004-09-01,0.59,31.28,141.68
1362400,2004-10-01,1.76,26.37,110.0
1362400,2004-11-01,3.45,20.28,68.83
1362400,2004-12-01,4.42,16.01,50.86
1362400,2005-01-01,6.88,14.49,44.61
1362400,2005-02-01,2.77,16.44,51.97
1362400,2005-03-01,2.52,19.55,80.15
1362400,2005-04-01,1.29,24.94,105.02
1362400,2005-05-01,0.81,29.44,124.72
1362400,2005-06-01,0.2,33.14,154.21
1362400,2005-07-01,0.07,33.26,165.62
1362400,2005-08-01,0.27,33.62,159.85
1362400,2005-09-01,0.46,30.89,141.37
1362400,2005-10-01,1.82,26.59,112.71
1362400,2005-11-01,3.3,20.65,70.71
1362400,2005-12-01,4.85,16.11,53.34
1362400,2006-01-01,6.52,14.15,42.71
1362400,2006-02-01,2.85,16.19,54.17
1362400,2006-03-01,2.25,19.12,79.49
1362400,2006-04-01,1.31,25.3,101.65
1362400,2006-05-01,0.84,28.46,137.27
1362400,2006-06-01,0.22,33.42,160.39
1362400,2006-07-01,0.1,33.28,166.88
1362400,2006-08-01,0.33,34.09,161.95
1362400,2006-09-01,0.43,31.66,151.83
1362400,2006-10-01,1.73,26.28,106.22
1362400,2006-11-01,3.19,20.72,74.54
1362400,2006-12-01,5.22,15.91,49.95
1362400,2007-01-01,4.0,14.57,41.86
1362400,2007-02-01,2.97,15.78,53.21
1362400,2007-03-01,2.24,19.59,83.83
1362400,2007-04-01,0.92,24.87,109.54
1362400,2007-05-01,0.72,29.32,128.61
1362400,2007-06-01,0.15,33.07,155.42
1362400,2007-07-01,0.08,33.77,169.99
1362400,2007-08-01,0.32,34.13,155.97
1362400,2007-09-01,0.45,31.58,147.0
1362400,2007-10-01,1.7,27.19,106.2
1362400,2007-11-01,4.18,20.15,77.53
1362400,2007-12-01,3.8,16.72,50.21
1362400,2008-01-01,4.85,13.99,42.91
1362400,2008-02-01,3.42,16.27,51.51
1362400,2008-03-01,2.39,19.2,77.48
1362400,2008-04-01,1.36,24.39,107.74
1362400,2008-05-01,0.74,28.58,145.33
1362400,2008-06-01,0.16,32.51,166.45
1362400,2008-07-01,0.09,34.51,161.3
1362400,2008-08-01,0.3,34.58,169.09
1362400,2008-09-01,0.51,31.11,140.19
1362400,2008-10-01,2.25,27.83,104.65
1362400,2008-11-01,3.89,20.25,74.12
1362400,2008-12-01,5.18,16.66,47.92
1362400,2009-01-01,5.31,13.54,43.58
1362400,2009-02-01,3.09,16.17,59.26
1362400,2009-03-01,2.22,19.68,73.51
1362400,2009-04-01,0.86,25.32,109.75
1362400,2009-05-01,0.63,28.53,133.61
1362400,2009-06-01,0.25,32.03,163.39
1362400,2009-07-01,0.1,33.92,160.01
1362400,2009-08-01,0.31,33.51,156.81
1362400,2009-09-01,0.48,32.03,141.49
1362400,2009-10-01,1.82,27.46,106.55
1362400,2009-11-01,3.89,20.73,73.91
1362400,2009-12-01,4.66,16.14,48.39
1362400,2010-01-01,4.97,14.15,45.91
1362400,2010-02-01,2.72,16.37,58.1
1362400,2010-03-01,1.84,18.51,74.15
1362400,2010-04-01,1.33,24.54,108.03
1362400,2010-05-01,0.91,29.27,144.1
1362400,2010-06-01,0.13,33.22,164.31
1362400,2010-07-01,0.1,34.6,176.89
1362400,2010-08-01,0.39,34.67,160.44
1362400,2010-09-01,0.49,31.46,121.28
1362400,2010-10-01,1.99,27.97,111.06
1362400,2010-11-01,2.52,20.6,68.62
1362400,2010-12-01,6.12,16.45,51.6
1362400,2011-01-01,5.48,13.97,42.88
1362400,2011-02-01,3.42,16.17,47.17
1362400,2011-03-01,2.68,20.44,78.02
1362400,2011-04-01,1.14,25.61,103.97
1362400,2011-05-01,0.73,28.66,134.61
1362400,2011-06-01,0.26,33.41,158.94
1362400,2011-07-01,0.1,34.62,165.84
1362400,2011-08-01,0.24,33.8,161.4
1362400,2011-09-01,0.5,31.66,135.15
1362400,2011-10-01,1.84,26.03,103.03
1362400,2011-11-01,3.08,21.43,70.93
1362400,2011-12-01,5.22,16.74,56.05
1362400,2012-01-01,4.97,14.24,45.09
1362400,2012-02-01,3.19,16.43,54.11
1362400,2012-03-01,2.3,20.12,78.32
1362400,2012-04-01,1.42,24.82,105.74
1362400,2012-05-01,0.83,30.03,137.97
1362400,2012-06-01,0.17,32.01,166.17
1362400,2012-07-01,0.11,34.99,165.76
1362400,2012-08-01,0.3,33.85,155.71
1362400,2012-09-01,0.45,31.78,148.27
1362400,2012-10-01,1.96,26.62,110.29
1362400,2012-11-01,3.28,20.88,67.6
1362400,2012-12-01,4.29,16.86,50.63
1362400,2013-01-01,4.72,14.63,46.37
1362400,2013-02-01,2.85,15.81,47.38
1362400,2013-03-01,2.79,20.08,80.61
1362400,2013-04-01,1.3,23.98,105.58
1362400,2013-05-01,0.85,29.53,121.78
1362400,2013-06-01,0.2,32.76,166.2
1362400,2013-07-01,0.1,33.93,160.7
1362400,2013-08-01,0.33,34.13,158.29
1362400,2013-09-01,0.47,30.44,125.71
1362400,2013-10-01,1.57,26.82,103.73
1362400,2013-11-01,2.47,21.17,71.92
1362400,2013-12-01,5.86,16.11,49.41
1362400,2014-01-01,4.64,15.92,46.45
1362400,2014-02-01,2.71,15.24,48.65
1362400,2014-03-01,2.07,19.14,77.54
1362400,2014-04-01,1.02,24.22,108.35
1362400,2014-05-01,0.62,28.24,144.47
1362400,2014-06-01,0.25,32.94,163.42
1362400,2014-07-01,0.11,35.4,156.83
1362400,2014-08-01,0.28,33.6,160.43
1362400,2014-09-01,0.48,31.58,141.0
1362400,2014-10-01,2.33,27.06,112.48
1362400,2014-11-01,3.52,21.4,71.04
1362400,2014-12-01,5.49,15.44,53.85
1362400,2015-01-01,5.72,14.7,44.97
1362400,2015-02-01,3.2,16.66,53.2
1362400,2015-03-01,2.89,20.71,82.27
1362400,2015-04-01,0.93,24.79,110.13
1362400,2015-05-01,1.06,29.26,142.14
1362400,2015-06-01,0.24,33.0,148.38
1362400,2015-07-01,0.13,33.82,158.89
1362400,2015-08-01,0.31,33.88,152.66
1362400,2015-09-01,0.63,31.91,146.34
1362400,2015-10-01,1.79,26.95,115.14
1362400,2015-11-01,2.95,21.07,73.68
1362400,2015-12-01,5.56,16.8,47.64
1362400,2016-01-01,4.35,14.26,46.99
1362400,2016-02-01,3.51,16.44,52.77
1362400,2016-03-01,1.81,20.04,71.86
1362400,2016-04-01,1.35,24.92,106.27
1362400,2016-05-01,0.77,29.54,130.31
1362400,2016-06-01,0.19,32.95,159.63
1362400,2016-07-01,0.11,34.52,167.22
1362400,2016-08-01,0.27,33.23,151.98
1362400,2016-09-01,0.44,32.1,147.53
1362400,2016-10-01,1.58,26.4,99.24
1362400,2016-11-01,2.9,21.49,68.08
1362400,2016-12-01,5.77,16.56,52.67
1362400,2017-01-01,4.58,15.07,42.5
1362400,2017-02-01,3.42,17.03,55.71
1362400,2017-03-01,2.21,19.47,77.35
1362400,2017-04-01,1.48,24.43,97.06
1362400,2017-05-01,0.55,29.66,126.28
1362400,2017-06-01,0.24,33.83,156.92
1362400,2017-07-01,0.14,34.43,160.83
1362400,2017-08-01,0.28,34.63,166.34
1362400,2017-09-01,0.35,30.77,129.71
1362400,2017-10-01,1.64,26.36,103.87
1362400,2017-11-01,2.81,20.75,79.63
1362400,2017-12-01,5.94,17.3,54.2
1362400,2018-01-01,5.14,14.8,42.91
1362400,2018-02-01,3.17,15.84,47.83
1362400,2018-03-01,2.12,20.38,78.38
1362400,2018-04-01,1.31,25.15,100.18
1362400,2018-05-01,0.86,29.69,147.08
1362400,2018-06-01,0.24,32.89,158.96
1362400,2018-07-01,0.09,33.91,160.24
1362400,2018-08-01,0.32,33.68,172.36
1362400,2018-09-01,0.54,31.61,147.11
1362400,2018-10-01,1.6,26.72,115.28
1362400,2018-11-01,2.57,21.27,70.63
1362400,2018-12-01,4.36,16.93,52.16
1362400,2019-01-01,5.73,14.78,46.44
1362400,2019-02-01,2.17,16.17,52.1
1362400,2019-03-01,2.19,20.06,87.29
1362400,2019-04-01,1.22,25.38,106.06
1362400,2019-05-01,0.66,28.93,126.82
1362400,2019-06-01,0.21,32.05,163.08
1362400,2019-07-01,0.1,34.6,154.05
1362400,2019-08-01,0.37,33.94,144.85
1362400,2019-09-01,0.59,31.13,131.45
1362400,2019-10-01,1.48,26.91,111.17
1362400,2019-11-01,3.47,22.63,69.61
1362400,2019-12-01,4.56,15.79,47.26
1362500,2000-01-01,6.07,13.95,46.02
1362500,2000-02-01,3.11,15.27,49.86
1362500,2000-03-01,1.72,19.3,78.31
1362500,2000-04-01,1.15,25.1,98.05
1362500,2000-05-01,0.81,28.6,140.63
1362500,2000-06-01,0.17,32.91,163.04
1362500,2000-07-01,0.1,33.93,167.36
1362500,2000-08-01,0.31,33.67,157.16
1362500,2000-09-01,0.42,31.18,143.59
1362500,2000-10-01,1.94,27.37,105.3
1362500,2000-11-01,2.52,20.53,70.48
1362500,2000-12-01,4.31,15.38,49.66
1362500,2001-01-01,5.15,13.71,42.43
1362500,2001-02-01,3.27,16.07,49.87
1362500,2001-03-01,2.34,19.68,78.51
1362500,2001-04-01,1.48,23.96,96.83
1362500,2001-05-01,0.89,29.31,134.22
1362500,2001-06-01,0.23,32.21,162.04
1362500,2001-07-01,0.1,33.44,161.5
1362500,2001-08-01,0.35,33.24,172.07
1362500,2001-09-01,0.51,31.1,132.97
1362500,2001-10-01,1.98,26.63,107.58
1362500,2001-11-01,3.25,20.77,67.69
1362500,2001-12-01,5.38,16.86,54.25
1362500,2002-01-01,5.28,14.13,45.19
1362500,2002-02-01,2.81,16.0,52.97
1362500,2002-03-01,1.97,19.3,81.41
1362500,2002-04-01,1.36,24.03,110.75
1362500,2002-05-01,0.77,29.15,136.88
1362500,2002-06-01,0.14,32.77,145.29
1362500,2002-07-01,0.11,33.21,173.75
1362500,2002-08-01,0.31,33.76,154.26
1362500,2002-09-01,0.36,30.77,142.25
1362500,2002-10-01,1.92,26.13,115.16
1362500,2002-11-01,3.19,20.04,72.97
1362500,2002-12-01,4.33,16.37,50.56
1362500,2003-01-01,5.32,14.15,47.53
1362500,2003-02-01,2.68,16.06,52.11
1362500,2003-03-01,2.03,19.45,74.31
1362500,2003-04-01,1.57,25.2,96.42
1362500,2003-05-01,0.75,29.49,146.1
1362500,2003-06-01,0.23,33.54,159.05
1362500,2003-07-01,0.12,33.31,172.18
1362500,2003-08-01,0.29,33.42,171.04
1362500,2003-09-01,0.57,31.21,157.87
1362500,2003-10-01,2.14,26.37,94.92
1362500,2003-11-01,3.33,20.69,69.74
1362500,2003-12-01,4.54,16.07,53.29
1362500,2004-01-01,4.44,14.28,44.55
1362500,2004-02-01,2.72,16.06,56.61
1362500,2004-03-01,2.62,19.56,76.29
1362500,2004-04-01,1.21,23.86,104.68
1362500,2004-05-01,0.78,29.46,144.54
1362500,2004-06-01,0.22,32.55,153.91
1362500,2004-07-01,0.09,33.53,159.93
1362500,2004-08-01,0.29,32.91,163.55
1362500,2004-09-01,0.49,30.9,135.52
1362500,2004-10-01,2.03,27.07,120.9
1362500,2004-11-01,3.47,20.58,69.4
1362500,2004-12-01,5.19,16.42,53.52
1362500,2005-01-01,4.52,14.4,42.39
1362500,2005-02-01,3.28,15.44,55.78
1362500,2005-03-01,2.12,19.85,78.59
1362500,2005-04-01,1.21,23.85,104.52
1362500,2005-05-01,0.68,28.96,141.37
1362500,2005-06-01,0.28,33.6,162.08
1362500,2005-07-01,0.11,33.77,156.74
1362500,2005-08-01,0.32,33.33,174.05
1362500,2005-09-01,0.66,32.42,135.55
1362500,2005-10-01,1.66,26.04,111.5
1362500,2005-11-01,2.79,20.65,68.8
1362500,2005-12-01,4.49,16.88,43.83
1362500,2006-01-01,5.61,13.98,50.27
1362500,2006-02-01,3.49,15.47,50.41
1362500,2006-03-01,2.19,20.16,84.61
1362500,2006-04-01,1.23,24.71,110.48
1362500,2006-05-01,0.8,29.51,139.53
1362500,2006-06-01,0.18,33.36,153.32
1362500,2006-07-01,0.13,34.57,166.6
1362500,2006-08-01,0.24,34.42,162.52
1362500,2006-09-01,0.57,32.12,132.16
1362500,2006-10-01,1.9,26.49,109.73
1362500,2006-11-01,3.42,20.15,71.18
1362500,2006-12-01,4.97,15.45,48.16
1362500,2007-01-01,5.3,14.75,44.67
1362500,2007-02-01,2.78,15.51,51.07
1362500,2007-03-01,2.11,19.91,78.99
1362500,2007-04-01,1.08,24.92,117.23
1362500,2007-05-01,0.89,29.44,142.95
1362500,2007-06-01,0.24,31.95,154.63
1362500,2007-07-01,0.09,33.69,182.44
1362500,2007-08-01,0.32,34.17,162.39
1362500,2007-09-01,0.71,30.4,136.61
1362500,2007-10-01,1.68,26.54,112.94
1362500,2007-11-01,3.24,21.34,75.75
1362500,2007-12-01,5.07,16.47,48.9
1362500,2008-01-01,4.7,14.0,45.19
1362500,2008-02-01,2.66,15.51,53.69
1362500,2008-03-01,2.07,19.92,76.74
1362500,2008-04-01,1.1,25.29,110.21
1362500,2008-05-01,0.83,30.05,126.4
1362500,2008-06-01,0.23,32.34,156.18
1362500,2008-07-01,0.11,33.69,164.65
1362500,2008-08-01,0.28,33.53,176.84
1362500,2008-09-01,0.36,31.33,142.75
1362500,2008-10-01,1.49,26.66,109.64
1362500,2008-11-01,3.37,21.45,75.95
1362500,2008-12-01,4.66,16.18,46.45
1362500,2009-01-01,5.16,13.74,45.02
1362500,2009-02-01,3.48,16.28,52.24
1362500,2009-03-01,2.69,20.21,74.77
1362500,2009-04-01,1.41,24.49,102.66
1362500,2009-05-01,0.89,29.46,137.84
1362500,2009-06-01,0.21,33.43,158.54
1362500,2009-07-01,0.11,34.43,182.22
1362500,2009-08-01,0.36,34.02,165.76
1362500,2009-09-01,0.51,31.39,139.91
1362500,2009-10-01,1.81,26.55,105.77
1362500,2009-11-01,3.17,20.91,71.3
1362500,2009-12-01,4.78,16.62,51.98
1362500,2010-01-01,6.0,15.12,43.38
1362500,2010-02-01,3.11,16.25,53.15
1362500,2010-03-01,2.58,20.41,75.86
1362500,2010-04-01,1.24,24.29,107.19
1362500,2010-05-01,0.61,29.58,146.56
1362500,2010-06-01,0.22,32.27,151.88
1362500,2010-07-01,0.11,34.04,147.03
1362500,2010-08-01,0.36,33.79,148.56
1362500,2010-09-01,0.52,32.61,138.97
1362500,2010-10-01,1.76,26.48,111.49
1362500,2010-11-01,3.32,21.51,69.39
1362500,2010-12-01,5.44,15.61,51.24
1362500,2011-01-01,4.58,14.55,41.49
1362500,2011-02-01,3.15,16.12,48.03
1362500,2011-03-01,3.02,20.04,73.75
1362500,2011-04-01,1.02,24.81,102.02
1362500,2011-05-01,0.79,28.35,149.68
1362500,2011-06-01,0.18,33.44,156.67
1362500,2011-07-01,0.14,34.56,173.76
1362500,2011-08-01,0.35,33.77,161.21
1362500,2011-09-01,0.49,31.71,140.53
1362500,2011-10-01,1.9,26.43,105.75
1362500,2011-11-01,3.47,21.14,73.74
1362500,2011-12-01,5.39,16.67,51.23
1362500,2012-01-01,5.02,14.13,47.61
1362500,2012-02-01,2.78,16.16,56.21
1362500,2012-03-01,2.11,19.62,78.46
1362500,2012-04-01,0.88,24.43,111.57
1362500,2012-05-01,0.85,29.87,139.77
1362500,2012-06-01,0.14,32.35,140.41
1362500,2012-07-01,0.11,35.52,152.07
1362500,2012-08-01,0.35,34.3,161.49
1362500,2012-09-01,0.4,31.13,125.86
1362500,2012-10-01,1.77,26.97,112.44
1362500,2012-11-01,3.1,20.74,69.52
1362500,2012-12-01,4.8,16.41,53.48
1362500,2013-01-01,6.8,14.59,42.57
1362500,2013-02-01,3.67,17.47,50.04
1362500,2013-03-01,2.22,19.73,78.09
1362500,2013-04-01,1.08,24.3,108.21
1362500,2013-05-01,0.78,30.05,141.76
1362500,2013-06-01,0.23,32.92,163.54
1362500,2013-07-01,0.09,34.44,173.34
1362500,2013-08-01,0.36,33.64,164.8
1362500,2013-09-01,0.6,30.81,137.51
1362500,2013-10-01,1.96,26.75,104.47
1362500,2013-11-01,3.41,20.96,72.29
1362500,2013-12-01,3.77,16.06,50.73
1362500,2014-01-01,5.13,14.6,45.74
1362500,2014-02-01,3.61,16.1,51.97
1362500,2014-03-01,2.43,19.59,74.98
1362500,2014-04-01,1.35,24.44,108.18
1362500,2014-05-01,0.78,29.36,140.31
1362500,2014-06-01,0.21,32.41,157.8
1362500,2014-07-01,0.09,33.85,147.83
1362500,2014-08-01,0.34,34.27,150.75
1362500,2014-09-01,0.49,31.01,137.56
1362500,2014-10-01,1.63,27.6,100.63
1362500,2014-11-01,2.34,21.05,70.97
1362500,2014-12-01,6.35,15.94,53.69
1362500,2015-01-01,5.6,15.48,45.63
1362500,2015-02-01,2.35,15.79,53.43
1362500,2015-03-01,2.08,21.05,70.88
1362500,2015-04-01,1.09,25.29,105.12
1362500,2015-05-01,0.74,30.28,138.53
1362500,2015-06-01,0.23,32.74,166.24
1362500,2015-07-01,0.1,33.44,155.01
1362500,2015-08-01,0.35,33.85,169.17
1362500,2015-09-01,0.55,31.09,131.67
1362500,2015-10-01,1.77,27.03,104.24
1362500,2015-11-01,3.45,21.14,69.28
1362500,2015-12-01,5.09,16.03,46.37
1362500,2016-01-01,6.43,13.7,41.27
1362500,2016-02-01,3.49,16.41,50.52
1362500,2016-03-01,3.1,19.68,77.56
1362500,2016-04-01,1.2,25.39,108.63
1362500,2016-05-01,0.96,29.35,137.68
1362500,2016-06-01,0.19,32.32,155.4
1362500,2016-07-01,0.1,34.34,176.78
1362500,2016-08-01,0.31,33.38,155.88
1362500,2016-09-01,0.44,31.38,139.38
1362500,2016-10-01,2.01,27.41,103.07
1362500,2016-11-01,3.4,21.25,70.74
1362500,2016-12-01,4.41,16.01,48.67
1362500,2017-01-01,6.01,15.18,46.87
1362500,2017-02-01,2.04,16.93,52.79
1362500,2017-03-01,2.71,19.82,78.72
1362500,2017-04-01,1.44,25.62,100.13
1362500,2017-05-01,0.7,29.83,139.37
1362500,2017-06-01,0.17,32.98,152.62
1362500,2017-07-01,0.11,35.45,157.51
1362500,2017-08-01,0.32,34.12,158.39
1362500,2017-09-01,0.47,31.54,129.75
1362500,2017-10-01,1.27,26.58,104.74
1362500,2017-11-01,3.56,20.76,70.12
1362500,2017-12-01,5.69,16.81,51.2
1362500,2018-01-01,6.06,16.07,44.77
1362500,2018-02-01,3.38,16.28,51.52
1362500,2018-03-01,2.08,20.79,78.75
1362500,2018-04-01,1.48,25.33,100.46
1362500,2018-05-01,0.8,29.96,139.51
1362500,2018-06-01,0.15,33.05,154.94
1362500,2018-07-01,0.09,33.66,180.58
1362500,2018-08-01,0.34,33.53,158.21
1362500,2018-09-01,0.6,30.93,151.04
1362500,2018-10-01,1.9,27.28,107.13
1362500,2018-11-01,3.41,22.32,72.4
1362500,2018-12-01,4.4,16.18,52.61
1362500,2019-01-01,5.42,14.89,43.76
1362500,2019-02-01,3.76,16.44,49.9
1362500,2019-03-01,1.77,19.36,79.59
1362500,2019-04-01,1.04,24.15,100.59
1362500,2019-05-01,0.78,29.97,120.53
1362500,2019-06-01,0.2,33.52,151.14
1362500,2019-07-01,0.09,34.47,156.81
1362500,2019-08-01,0.26,33.91,161.42
1362500,2019-09-01,0.54,31.78,140.02
1362500,2019-10-01,1.87,26.63,96.67
1362500,2019-11-01,2.77,21.13,69.05
1362500,2019-12-01,4.06,17.0,47.92
